method,train_window,eval_window,direction,accuracy,precision,recall,f1,source_file,run_ts
upper_baseline,2018_M03-04,2018_M05-06,forward,0.6132930513595166,0.6474358974358975,0.5804597701149425,0.6121212121212121,metrics_log.csv,
upper_baseline,2018_M03-04,2018_M01-02,backward_1p,0.6581632653061225,0.6836734693877551,0.6504854368932039,0.6666666666666666,metrics_log.csv,
upper_baseline,2018_M05-06,2018_M07-08,forward,0.565068493150685,0.6052631578947368,0.5786163522012578,0.5916398713826366,metrics_log.csv,
upper_baseline,2018_M05-06,2018_M03-04,backward_1p,0.676595744680851,0.7155172413793104,0.6587301587301587,0.6859504132231405,metrics_log.csv,
upper_baseline,2018_M07-08,2018_M09-10,forward,0.5737704918032787,0.6190476190476191,0.5306122448979592,0.5714285714285714,metrics_log.csv,
upper_baseline,2018_M07-08,2018_M05-06,backward_1p,0.6283987915407855,0.6424581005586593,0.6609195402298851,0.6515580736543909,metrics_log.csv,
upper_baseline,2018_M07-08,2018_M01-02,backward_3p,0.6020408163265306,0.6068376068376068,0.6893203883495146,0.6454545454545455,metrics_log.csv,
upper_baseline,2018_M09-10,2018_M11-12,forward,0.6191709844559585,0.6410256410256411,0.704225352112676,0.6711409395973155,metrics_log.csv,
upper_baseline,2018_M09-10,2018_M07-08,backward_1p,0.6643835616438356,0.7046979865771812,0.660377358490566,0.6818181818181818,metrics_log.csv,
upper_baseline,2018_M09-10,2018_M03-04,backward_3p,0.7191489361702128,0.7678571428571429,0.6825396825396826,0.7226890756302521,metrics_log.csv,
upper_baseline,2018_M11-12,2019_M01-02,forward,0.5714285714285714,0.5980392156862745,0.6630434782608695,0.6288659793814433,metrics_log.csv,
upper_baseline,2018_M11-12,2018_M09-10,backward_1p,0.7103825136612022,0.7368421052631579,0.7142857142857143,0.7253886010362695,metrics_log.csv,
upper_baseline,2018_M11-12,2018_M05-06,backward_3p,0.6827794561933535,0.6844919786096256,0.735632183908046,0.7091412742382271,metrics_log.csv,
upper_baseline,2018_M11-12,2018_M01-02,backward_5p,0.576530612244898,0.5892857142857143,0.6407766990291263,0.6139534883720931,metrics_log.csv,
upper_baseline,2019_M01-02,2019_M03-04,forward,0.6217616580310881,0.6476190476190476,0.6538461538461539,0.6507177033492823,metrics_log.csv,
upper_baseline,2019_M01-02,2018_M11-12,backward_1p,0.7227979274611399,0.712,0.8356807511737089,0.7688984881209503,metrics_log.csv,
upper_baseline,2019_M01-02,2018_M07-08,backward_3p,0.6815068493150684,0.7037037037037037,0.7169811320754716,0.7102803738317757,metrics_log.csv,
upper_baseline,2019_M01-02,2018_M03-04,backward_5p,0.6553191489361702,0.6771653543307087,0.6825396825396826,0.6798418972332015,metrics_log.csv,
upper_baseline,2019_M01-02,2018_M01-02,backward_6p,0.6377551020408163,0.6481481481481481,0.6796116504854369,0.6635071090047393,metrics_log.csv,
upper_baseline,2019_M03-04,2019_M05-06,forward,0.6292134831460674,0.6685082872928176,0.6269430051813472,0.6470588235294118,metrics_log.csv,
upper_baseline,2019_M03-04,2019_M01-02,backward_1p,0.6964285714285714,0.735632183908046,0.6956521739130435,0.7150837988826816,metrics_log.csv,
upper_baseline,2019_M03-04,2018_M09-10,backward_3p,0.6666666666666666,0.6831683168316832,0.7040816326530612,0.6934673366834171,metrics_log.csv,
upper_baseline,2019_M03-04,2018_M05-06,backward_5p,0.6978851963746223,0.7126436781609196,0.7126436781609196,0.7126436781609196,metrics_log.csv,
upper_baseline,2019_M03-04,2018_M03-04,backward_6p,0.6510638297872341,0.6964285714285714,0.6190476190476191,0.6554621848739496,metrics_log.csv,
upper_baseline,2019_M05-06,2019_M07-08,forward,0.5679347826086957,0.6054054054054054,0.5656565656565656,0.5848563968668408,metrics_log.csv,
upper_baseline,2019_M05-06,2019_M03-04,backward_1p,0.7357512953367875,0.7849462365591398,0.7019230769230769,0.7411167512690355,metrics_log.csv,
upper_baseline,2019_M05-06,2018_M11-12,backward_3p,0.7253886010362695,0.7238493723849372,0.812206572769953,0.7654867256637168,metrics_log.csv,
upper_baseline,2019_M05-06,2018_M07-08,backward_5p,0.6472602739726028,0.6818181818181818,0.660377358490566,0.670926517571885,metrics_log.csv,
upper_baseline,2019_M05-06,2018_M05-06,backward_6p,0.6948640483383686,0.7085714285714285,0.7126436781609196,0.7106017191977078,metrics_log.csv,
upper_baseline,2019_M07-08,2019_M09-10,forward,0.5887323943661972,0.6234567901234568,0.543010752688172,0.5804597701149425,metrics_log.csv,
upper_baseline,2019_M07-08,2019_M05-06,backward_1p,0.6741573033707865,0.727810650887574,0.6373056994818653,0.6795580110497238,metrics_log.csv,
upper_baseline,2019_M07-08,2019_M01-02,backward_3p,0.6964285714285714,0.7252747252747253,0.717391304347826,0.7213114754098361,metrics_log.csv,
upper_baseline,2019_M07-08,2018_M09-10,backward_5p,0.6994535519125683,0.7087378640776699,0.7448979591836735,0.7263681592039801,metrics_log.csv,
upper_baseline,2019_M07-08,2018_M07-08,backward_6p,0.6506849315068494,0.6792452830188679,0.6792452830188679,0.6792452830188679,metrics_log.csv,
upper_baseline,2019_M09-10,2019_M11-12,forward,0.629080118694362,0.6770186335403726,0.5989010989010989,0.6355685131195336,metrics_log.csv,
upper_baseline,2019_M09-10,2019_M07-08,backward_1p,0.6630434782608695,0.7102272727272727,0.6313131313131313,0.6684491978609626,metrics_log.csv,
upper_baseline,2019_M09-10,2019_M03-04,backward_3p,0.7202072538860104,0.7659574468085106,0.6923076923076923,0.7272727272727273,metrics_log.csv,
upper_baseline,2019_M09-10,2018_M11-12,backward_5p,0.7150259067357513,0.7268722466960352,0.7746478873239436,0.75,metrics_log.csv,
upper_baseline,2019_M09-10,2018_M09-10,backward_6p,0.7103825136612022,0.7227722772277227,0.7448979591836735,0.7336683417085427,metrics_log.csv,
upper_baseline,2019_M11-12,2020_M01-02,forward,0.6179401993355482,0.6276276276276276,0.6634920634920635,0.6450617283950617,metrics_log.csv,
upper_baseline,2019_M11-12,2019_M09-10,backward_1p,0.6732394366197183,0.6944444444444444,0.6720430107526881,0.6830601092896175,metrics_log.csv,
upper_baseline,2019_M11-12,2019_M05-06,backward_3p,0.6741573033707865,0.7333333333333333,0.6269430051813472,0.6759776536312849,metrics_log.csv,
upper_baseline,2019_M11-12,2019_M01-02,backward_5p,0.6845238095238095,0.7096774193548387,0.717391304347826,0.7135135135135136,metrics_log.csv,
upper_baseline,2019_M11-12,2018_M11-12,backward_6p,0.7098445595854922,0.7061224489795919,0.812206572769953,0.7554585152838428,metrics_log.csv,
upper_baseline,2020_M01-02,2020_M03-04,forward,0.5979228486646885,0.6296296296296297,0.6104972375690608,0.6199158485273493,metrics_log.csv,
upper_baseline,2020_M01-02,2019_M11-12,backward_1p,0.6913946587537092,0.7321428571428571,0.6758241758241759,0.7028571428571428,metrics_log.csv,
upper_baseline,2020_M01-02,2019_M07-08,backward_3p,0.625,0.6666666666666666,0.6060606060606061,0.6349206349206349,metrics_log.csv,
upper_baseline,2020_M01-02,2019_M03-04,backward_5p,0.7357512953367875,0.7849462365591398,0.7019230769230769,0.7411167512690355,metrics_log.csv,
upper_baseline,2020_M01-02,2019_M01-02,backward_6p,0.6904761904761905,0.7127659574468085,0.7282608695652174,0.7204301075268817,metrics_log.csv,
upper_baseline,2020_M03-04,2020_M05-06,forward,0.627906976744186,0.6470588235294118,0.6926952141057935,0.6690997566909975,metrics_log.csv,
upper_baseline,2020_M03-04,2020_M01-02,backward_1p,0.6445182724252492,0.6480938416422287,0.7015873015873015,0.6737804878048781,metrics_log.csv,
upper_baseline,2020_M03-04,2019_M09-10,backward_3p,0.6929577464788732,0.712707182320442,0.6935483870967742,0.7029972752043597,metrics_log.csv,
upper_baseline,2020_M03-04,2019_M05-06,backward_5p,0.6685393258426966,0.7358490566037735,0.6062176165803109,0.6647727272727273,metrics_log.csv,
upper_baseline,2020_M03-04,2019_M03-04,backward_6p,0.7409326424870466,0.78125,0.7211538461538461,0.75,metrics_log.csv,
upper_baseline,2020_M05-06,2020_M07-08,forward,0.5663716814159292,0.5703125,0.6293103448275862,0.5983606557377049,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2020_M05-06,2020_M03-04,backward_1p,0.6735905044510386,0.6898395721925134,0.712707182320442,0.7010869565217391,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2020_M05-06,2019_M11-12,backward_3p,0.6646884272997032,0.680628272251309,0.7142857142857143,0.6970509383378016,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2020_M05-06,2019_M07-08,backward_5p,0.657608695652174,0.6978021978021978,0.6414141414141414,0.6684210526315789,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2020_M05-06,2019_M05-06,backward_6p,0.7247191011235955,0.7595628415300546,0.7202072538860104,0.7393617021276596,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2020_M07-08,2020_M09-10,forward,0.615819209039548,0.6467391304347826,0.6263157894736842,0.6363636363636364,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2020_M07-08,2020_M05-06,backward_1p,0.7099863201094391,0.726161369193154,0.7481108312342569,0.7369727047146402,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2020_M07-08,2020_M01-02,backward_3p,0.6644518272425249,0.6738461538461539,0.6952380952380952,0.684375,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2020_M07-08,2019_M09-10,backward_5p,0.676056338028169,0.6983240223463687,0.6720430107526881,0.684931506849315,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2020_M07-08,2019_M07-08,backward_6p,0.6440217391304348,0.6830601092896175,0.6313131313131313,0.6561679790026247,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2020_M09-10,2020_M11-12,forward,0.6149425287356322,0.6428571428571429,0.6631578947368421,0.6528497409326425,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2020_M09-10,2020_M07-08,backward_1p,0.6814159292035398,0.6864406779661016,0.6982758620689655,0.6923076923076923,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2020_M09-10,2020_M03-04,backward_3p,0.6602373887240356,0.6873239436619718,0.6740331491712708,0.6806136680613668,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2020_M09-10,2019_M11-12,backward_5p,0.6706231454005934,0.7052023121387283,0.6703296703296703,0.6873239436619718,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2020_M09-10,2019_M09-10,backward_6p,0.6788732394366197,0.7,0.6774193548387096,0.6885245901639344,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2020_M11-12,2021_M01-02,forward,0.6133333333333333,0.6419753086419753,0.6419753086419753,0.6419753086419753,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2020_M11-12,2020_M09-10,backward_1p,0.711864406779661,0.75,0.6947368421052632,0.7213114754098361,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2020_M11-12,2020_M05-06,backward_3p,0.7017783857729138,0.7265822784810126,0.7229219143576826,0.7247474747474747,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2020_M11-12,2020_M01-02,backward_5p,0.6345514950166113,0.6470588235294118,0.6634920634920635,0.6551724137931034,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2020_M11-12,2019_M11-12,backward_6p,0.6824925816023739,0.7218934911242604,0.6703296703296703,0.6951566951566952,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2021_M01-02,2021_M03-04,forward,0.6297117516629712,0.6652360515021459,0.6352459016393442,0.649895178197065,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2021_M01-02,2020_M11-12,backward_1p,0.6925287356321839,0.7044334975369458,0.7526315789473684,0.727735368956743,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2021_M01-02,2020_M07-08,backward_3p,0.672566371681416,0.6810344827586207,0.6810344827586207,0.6810344827586207,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2021_M01-02,2020_M03-04,backward_5p,0.6884272997032641,0.7222222222222222,0.6823204419889503,0.7017045454545454,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2021_M01-02,2020_M01-02,backward_6p,0.6611295681063123,0.6656716417910448,0.707936507936508,0.6861538461538461,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2021_M03-04,2021_M05-06,forward,0.6856581532416502,0.7144992526158446,0.7874794069192751,0.7492163009404389,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2021_M03-04,2021_M01-02,backward_1p,0.6766666666666666,0.6878612716763006,0.7345679012345679,0.7104477611940299,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2021_M03-04,2020_M09-10,backward_3p,0.7005649717514124,0.7164948453608248,0.7315789473684211,0.7239583333333334,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2021_M03-04,2020_M05-06,backward_5p,0.6716826265389877,0.6702819956616052,0.7783375314861462,0.7202797202797203,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2021_M03-04,2020_M03-04,backward_6p,0.6543026706231454,0.6767123287671233,0.6823204419889503,0.6795048143053645,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2021_M05-06,2021_M07-08,forward,0.6765267175572519,0.715,0.7185929648241206,0.7167919799498746,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2021_M05-06,2021_M03-04,backward_1p,0.6651884700665188,0.6995708154506438,0.6680327868852459,0.6834381551362684,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2021_M05-06,2020_M11-12,backward_3p,0.6896551724137931,0.7009803921568627,0.7526315789473684,0.7258883248730964,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2021_M05-06,2020_M07-08,backward_5p,0.6769911504424779,0.6776859504132231,0.7068965517241379,0.6919831223628692,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2021_M05-06,2020_M05-06,backward_6p,0.679890560875513,0.6839729119638827,0.7632241813602015,0.7214285714285714,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2021_M07-08,2021_M09-10,forward,0.654320987654321,0.657243816254417,0.7237354085603113,0.6888888888888889,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2021_M07-08,2021_M05-06,backward_1p,0.7337917485265226,0.7584615384615384,0.8121911037891268,0.7844073190135242,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2021_M07-08,2021_M01-02,backward_3p,0.71,0.7300613496932515,0.7345679012345679,0.7323076923076923,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2021_M07-08,2020_M09-10,backward_5p,0.711864406779661,0.7315789473684211,0.7315789473684211,0.7315789473684211,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2021_M07-08,2020_M07-08,backward_6p,0.6991150442477876,0.6935483870967742,0.7413793103448276,0.7166666666666667,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2021_M09-10,2021_M11-12,forward,0.6765163297045101,0.6869806094182825,0.7230320699708455,0.7045454545454546,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2021_M09-10,2021_M07-08,backward_1p,0.7013358778625954,0.742320819112628,0.7286432160804021,0.73541842772612,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2021_M09-10,2021_M03-04,backward_3p,0.6807095343680709,0.717391304347826,0.6762295081967213,0.6962025316455697,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2021_M09-10,2020_M11-12,backward_5p,0.7040229885057471,0.7208121827411168,0.7473684210526316,0.7338501291989664,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2021_M09-10,2020_M09-10,backward_6p,0.711864406779661,0.7315789473684211,0.7315789473684211,0.7315789473684211,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2021_M11-12,2022_M01-02,forward,0.6280193236714976,0.6539855072463768,0.6504504504504505,0.6522131887985546,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2021_M11-12,2021_M09-10,backward_1p,0.6954732510288066,0.6981818181818182,0.7470817120622568,0.7218045112781954,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2021_M11-12,2021_M05-06,backward_3p,0.7396856581532416,0.765527950310559,0.8121911037891268,0.7881694644284573,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2021_M11-12,2021_M01-02,backward_5p,0.6933333333333334,0.7134146341463414,0.7222222222222222,0.7177914110429447,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2021_M11-12,2020_M11-12,backward_6p,0.6724137931034483,0.69,0.7263157894736842,0.7076923076923077,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2022_M01-02,2022_M03-04,forward,0.6312785388127854,0.6531049250535332,0.6545064377682404,0.6538049303322615,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2022_M01-02,2021_M11-12,backward_1p,0.7107309486780715,0.7162534435261708,0.7580174927113703,0.7365439093484419,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2022_M01-02,2021_M07-08,backward_3p,0.7166030534351145,0.759515570934256,0.7353433835845896,0.7472340425531915,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2022_M01-02,2021_M03-04,backward_5p,0.6740576496674058,0.6963562753036437,0.7049180327868853,0.7006109979633401,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2022_M01-02,2021_M01-02,backward_6p,0.7033333333333334,0.7239263803680982,0.7283950617283951,0.7261538461538461,metrics_log__RUN_20250816-140528.csv,20250816-140528
upper_baseline,2022_M03-04,2022_M05-06,forward,0.669969040247678,0.6780021253985122,0.7350230414746544,0.7053620784964069,metrics_log__RUN_20250817-171830.csv,20250817-171830
upper_baseline,2022_M03-04,2022_M01-02,backward_1p,0.7101449275362319,0.7383177570093458,0.7117117117117117,0.7247706422018348,metrics_log__RUN_20250817-171830.csv,20250817-171830
upper_baseline,2022_M03-04,2021_M09-10,backward_3p,0.6954732510288066,0.7088122605363985,0.7198443579766537,0.7142857142857143,metrics_log__RUN_20250817-171830.csv,20250817-171830
upper_baseline,2022_M03-04,2021_M05-06,backward_5p,0.7259332023575639,0.7546583850931677,0.800658978583196,0.7769784172661871,metrics_log__RUN_20250817-171830.csv,20250817-171830
upper_baseline,2022_M03-04,2021_M03-04,backward_6p,0.6829268292682927,0.7285067873303167,0.6598360655737705,0.6924731182795699,metrics_log__RUN_20250817-171830.csv,20250817-171830
upper_baseline,2022_M05-06,2022_M07-08,forward,0.6611374407582938,0.6723646723646723,0.7034277198211625,0.6875455207574654,metrics_log__RUN_20250817-171830.csv,20250817-171830
upper_baseline,2022_M05-06,2022_M03-04,backward_1p,0.6894977168949772,0.7117903930131004,0.6995708154506438,0.7056277056277056,metrics_log__RUN_20250817-171830.csv,20250817-171830
upper_baseline,2022_M05-06,2021_M11-12,backward_3p,0.7200622083981337,0.7321937321937322,0.749271137026239,0.7406340057636888,metrics_log__RUN_20250817-171830.csv,20250817-171830
upper_baseline,2022_M05-06,2021_M07-08,backward_5p,0.726145038167939,0.7636054421768708,0.7520938023450586,0.7578059071729958,metrics_log__RUN_20250817-171830.csv,20250817-171830
upper_baseline,2022_M05-06,2021_M05-06,backward_6p,0.731827111984283,0.7609375,0.8023064250411862,0.781074578989575,metrics_log__RUN_20250817-171830.csv,20250817-171830
upper_baseline,2022_M07-08,2022_M09-10,forward,0.6830294530154277,0.6895734597156398,0.7538860103626943,0.7202970297029703,metrics_log__RUN_20250817-171830.csv,20250817-171830
upper_baseline,2022_M07-08,2022_M05-06,backward_1p,0.7151702786377709,0.7256637168141593,0.7557603686635944,0.7404063205417607,metrics_log__RUN_20250817-171830.csv,20250817-171830
upper_baseline,2022_M07-08,2022_M01-02,backward_3p,0.6917874396135266,0.7114695340501792,0.7153153153153153,0.7133872416891285,metrics_log__RUN_20250817-171830.csv,20250817-171830
upper_baseline,2022_M07-08,2021_M09-10,backward_5p,0.7026748971193416,0.7126654064272212,0.7334630350194552,0.7229146692233941,metrics_log__RUN_20250817-171830.csv,20250817-171830
upper_baseline,2022_M07-08,2021_M07-08,backward_6p,0.708969465648855,0.7457912457912458,0.7420435510887772,0.7439126784214946,metrics_log__RUN_20250817-171830.csv,20250817-171830
upper_baseline,2022_M09-10,2022_M11-12,forward,0.637914691943128,0.6660482374768089,0.6399286987522281,0.6527272727272727,metrics_log__RUN_20250817-171830.csv,20250817-171830
upper_baseline,2022_M09-10,2022_M07-08,backward_1p,0.7006319115323855,0.7085714285714285,0.7391952309985097,0.7235594456601021,metrics_log__RUN_20250817-171830.csv,20250817-171830
upper_baseline,2022_M09-10,2022_M03-04,backward_3p,0.678082191780822,0.7035398230088495,0.6824034334763949,0.6928104575163399,metrics_log__RUN_20250817-171830.csv,20250817-171830
upper_baseline,2022_M09-10,2021_M11-12,backward_5p,0.7169517884914464,0.7293447293447294,0.7463556851311953,0.7377521613832853,metrics_log__RUN_20250817-171830.csv,20250817-171830
upper_baseline,2022_M09-10,2021_M09-10,backward_6p,0.6965020576131687,0.7031539888682746,0.7373540856031129,0.7198480531813866,metrics_log__RUN_20250817-171830.csv,20250817-171830
upper_baseline,2022_M11-12,2023_M01-02,forward,0.6490384615384616,0.6770428015564203,0.6361974405850092,0.6559849198868991,metrics_log__RUN_20250817-171830.csv,20250817-171830
upper_baseline,2022_M11-12,2022_M09-10,backward_1p,0.7363253856942497,0.7345971563981043,0.8031088082901554,0.7673267326732673,metrics_log__RUN_20250817-171830.csv,20250817-171830
upper_baseline,2022_M11-12,2022_M05-06,backward_3p,0.7126934984520124,0.7224669603524229,0.7557603686635944,0.7387387387387387,metrics_log__RUN_20250817-171830.csv,20250817-171830
upper_baseline,2022_M11-12,2022_M01-02,backward_5p,0.693719806763285,0.7203703703703703,0.7009009009009008,0.7105022831050228,metrics_log__RUN_20250817-171830.csv,20250817-171830
upper_baseline,2022_M11-12,2021_M11-12,backward_6p,0.7122861586314152,0.7337278106508875,0.7230320699708455,0.7283406754772394,metrics_log__RUN_20250817-171830.csv,20250817-171830
upper_baseline,2023_M01-02,2023_M03-04,forward,0.6614173228346457,0.6801470588235294,0.6851851851851852,0.6826568265682657,metrics_log__RUN_20250817-171830.csv,20250817-171830
upper_baseline,2023_M01-02,2022_M11-12,backward_1p,0.6909952606635071,0.719626168224299,0.6862745098039216,0.7025547445255474,metrics_log__RUN_20250817-171830.csv,20250817-171830
upper_baseline,2023_M01-02,2022_M07-08,backward_3p,0.7022116903633492,0.7070422535211267,0.7481371087928465,0.7270094134685011,metrics_log__RUN_20250817-171830.csv,20250817-171830
upper_baseline,2023_M01-02,2022_M03-04,backward_5p,0.6792237442922374,0.697228144989339,0.7017167381974249,0.6994652406417112,metrics_log__RUN_20250817-171830.csv,20250817-171830
upper_baseline,2023_M01-02,2022_M01-02,backward_6p,0.6869565217391305,0.7111517367458866,0.7009009009009008,0.705989110707804,metrics_log__RUN_20250817-171830.csv,20250817-171830
upper_baseline,2023_M03-04,2023_M05-06,forward,0.6786723163841808,0.695322376738306,0.7198952879581152,0.707395498392283,metrics_log__RUN_20250818-193355.csv,20250818-193355
upper_baseline,2023_M03-04,2023_M01-02,backward_1p,0.6961538461538461,0.7073608617594255,0.720292504570384,0.7137681159420289,metrics_log__RUN_20250818-193355.csv,20250818-193355
upper_baseline,2023_M03-04,2022_M09-10,backward_3p,0.7433380084151473,0.7322654462242563,0.8290155440414507,0.7776427703523694,metrics_log__RUN_20250818-193355.csv,20250818-193355
upper_baseline,2023_M03-04,2022_M05-06,backward_5p,0.7294117647058823,0.728042328042328,0.7926267281105991,0.7589630446773304,metrics_log__RUN_20250818-193355.csv,20250818-193355
upper_baseline,2023_M03-04,2022_M03-04,backward_6p,0.6929223744292238,0.7164835164835165,0.6995708154506438,0.7079261672095548,metrics_log__RUN_20250818-193355.csv,20250818-193355
upper_baseline,2023_M05-06,2023_M07-08,forward,0.64513839602555,0.6507537688442211,0.7,0.6744791666666666,metrics_log__RUN_20250818-193355.csv,20250818-193355
upper_baseline,2023_M05-06,2023_M03-04,backward_1p,0.6929133858267716,0.7043010752688172,0.7277777777777777,0.7158469945355191,metrics_log__RUN_20250818-193355.csv,20250818-193355
upper_baseline,2023_M05-06,2022_M11-12,backward_3p,0.6919431279620853,0.7161172161172161,0.696969696969697,0.7064137308039747,metrics_log__RUN_20250818-193355.csv,20250818-193355
upper_baseline,2023_M05-06,2022_M07-08,backward_5p,0.7037914691943128,0.7044198895027625,0.7600596125186289,0.7311827956989247,metrics_log__RUN_20250818-193355.csv,20250818-193355
upper_baseline,2023_M05-06,2022_M05-06,backward_6p,0.7188854489164087,0.7225806451612903,0.7741935483870968,0.7474972191323693,metrics_log__RUN_20250818-193355.csv,20250818-193355
upper_baseline,2023_M07-08,2023_M09-10,forward,0.656441717791411,0.6588541666666666,0.7312138728323699,0.6931506849315069,metrics_log__RUN_20250818-193355.csv,20250818-193355
upper_baseline,2023_M07-08,2023_M05-06,backward_1p,0.702683615819209,0.7119901112484549,0.7539267015706806,0.7323585505403687,metrics_log__RUN_20250818-193355.csv,20250818-193355
upper_baseline,2023_M07-08,2023_M01-02,backward_3p,0.7086538461538462,0.7186379928315412,0.7330895795246801,0.7257918552036199,metrics_log__RUN_20250818-193355.csv,20250818-193355
upper_baseline,2023_M07-08,2022_M09-10,backward_5p,0.7349228611500701,0.7223476297968398,0.8290155440414507,0.7720144752714113,metrics_log__RUN_20250818-193355.csv,20250818-193355
upper_baseline,2023_M07-08,2022_M07-08,backward_6p,0.7022116903633492,0.7002724795640327,0.7660208643815202,0.7316725978647687,metrics_log__RUN_20250818-193355.csv,20250818-193355
upper_baseline,2023_M09-10,2023_M11-12,forward,0.6637168141592921,0.673055242390079,0.7115613825983313,0.6917728852838934,metrics_log__RUN_20250818-193355.csv,20250818-193355
upper_baseline,2023_M09-10,2023_M07-08,backward_1p,0.6919801277501775,0.6946564885496184,0.7378378378378379,0.7155963302752294,metrics_log__RUN_20250818-193355.csv,20250818-193355
upper_baseline,2023_M09-10,2023_M03-04,backward_3p,0.6889763779527559,0.7058823529411765,0.7111111111111111,0.7084870848708487,metrics_log__RUN_20250818-193355.csv,20250818-193355
upper_baseline,2023_M09-10,2022_M11-12,backward_5p,0.6909952606635071,0.7204502814258912,0.6844919786096256,0.7020109689213894,metrics_log__RUN_20250818-193355.csv,20250818-193355
upper_baseline,2023_M09-10,2022_M09-10,backward_6p,0.7335203366058906,0.7311320754716981,0.8031088082901554,0.7654320987654321,metrics_log__RUN_20250818-193355.csv,20250818-193355
upper_baseline,2023_M11-12,2024_M01-02,forward,0.6853932584269663,0.6907675194660734,0.7331759149940968,0.711340206185567,metrics_log__RUN_20250819-215120.csv,20250819-215120
upper_baseline,2023_M11-12,2023_M09-10,backward_1p,0.7162576687116564,0.712401055408971,0.7803468208092486,0.7448275862068966,metrics_log__RUN_20250819-215120.csv,20250819-215120
upper_baseline,2023_M11-12,2023_M05-06,backward_3p,0.7069209039548022,0.7151664611590629,0.7591623036649214,0.7365079365079366,metrics_log__RUN_20250819-215120.csv,20250819-215120
upper_baseline,2023_M11-12,2023_M01-02,backward_5p,0.7076923076923077,0.7213114754098361,0.7239488117001828,0.7226277372262774,metrics_log__RUN_20250819-215120.csv,20250819-215120
upper_baseline,2023_M11-12,2022_M11-12,backward_6p,0.6834123222748815,0.7030411449016101,0.7005347593582888,0.7017857142857142,metrics_log__RUN_20250819-215120.csv,20250819-215120
