train_window,eval_window,direction,accuracy,precision,recall,f1
2021_M09-10,2020_M11-12,backward_5p,0.6609195402298851,0.6747572815533981,0.7315789473684211,0.702020202020202
2021_M09-10,2020_M09-10,backward_6p,0.731638418079096,0.7339901477832512,0.7842105263157895,0.7582697201017812
2021_M11-12,2022_M01-02,forward,0.6570048309178744,0.6773049645390071,0.6882882882882883,0.6827524575513851
2021_M11-12,2021_M09-10,backward_1p,0.7191358024691358,0.7295238095238096,0.745136186770428,0.737247353224254
2021_M11-12,2021_M05-06,backward_3p,0.74950884086444,0.7885245901639344,0.7924217462932455,0.790468364831553
2021_M11-12,2021_M01-02,backward_5p,0.7133333333333334,0.7209302325581395,0.7654320987654321,0.7425149700598802
2021_M11-12,2020_M11-12,backward_6p,0.646551724137931,0.679144385026738,0.6684210526315789,0.6737400530503979
2022_M01-02,2022_M03-04,forward,0.6255707762557078,0.6519823788546255,0.6351931330472103,0.6434782608695652
2022_M01-02,2021_M11-12,backward_1p,0.7371695178849145,0.739010989010989,0.7842565597667639,0.7609618104667609
2022_M01-02,2021_M07-08,backward_3p,0.6908396946564885,0.7390542907180385,0.7068676716917923,0.7226027397260274
2022_M01-02,2021_M03-04,backward_5p,0.7139689578713969,0.7446808510638298,0.7172131147540983,0.7306889352818372
2022_M01-02,2021_M01-02,backward_6p,0.7233333333333334,0.7182320441988951,0.8024691358024691,0.7580174927113703
2022_M03-04,2022_M05-06,forward,0.6724458204334365,0.6848418756815703,0.7235023041474654,0.7036414565826331
2022_M03-04,2022_M01-02,backward_1p,0.7169082125603865,0.7425925925925926,0.7225225225225225,0.7324200913242009
2022_M03-04,2021_M09-10,backward_3p,0.7006172839506173,0.7038391224862889,0.7490272373540856,0.7257304429783223
2022_M03-04,2021_M05-06,backward_5p,0.737721021611002,0.7786885245901639,0.7825370675453048,0.780608052588332
2022_M03-04,2021_M03-04,backward_6p,0.6873614190687362,0.7268722466960352,0.6762295081967213,0.7006369426751592
2022_M05-06,2022_M07-08,forward,0.6492890995260664,0.6652110625909753,0.6810730253353204,0.6730486008836525
2022_M05-06,2022_M03-04,backward_1p,0.7203196347031964,0.7637231503579952,0.6866952789699571,0.7231638418079096
2022_M05-06,2021_M11-12,backward_3p,0.7076205287713841,0.7259475218658892,0.7259475218658892,0.7259475218658892
2022_M05-06,2021_M07-08,backward_5p,0.6898854961832062,0.7411347517730497,0.7001675041876047,0.7200689061154177
2022_M05-06,2021_M05-06,backward_6p,0.7278978388998035,0.7627388535031847,0.7891268533772653,0.7757085020242915
2022_M07-08,2022_M09-10,forward,0.6774193548387096,0.6989795918367347,0.7098445595854922,0.7043701799485861
2022_M07-08,2022_M05-06,backward_1p,0.746749226006192,0.7703180212014135,0.7534562211981567,0.7617938264414676
2022_M07-08,2022_M01-02,backward_3p,0.6888888888888889,0.7236084452975048,0.6792792792792792,0.7007434944237918
2022_M07-08,2021_M09-10,backward_5p,0.6697530864197531,0.6810506566604128,0.7062256809338522,0.6934097421203438
2022_M07-08,2021_M07-08,backward_6p,0.6774809160305344,0.7169179229480737,0.7169179229480737,0.7169179229480737
2022_M09-10,2022_M11-12,forward,0.656872037914692,0.7094736842105264,0.6007130124777184,0.6505791505791506
2022_M09-10,2022_M07-08,backward_1p,0.69826224328594,0.7147102526002972,0.7168405365126677,0.7157738095238095
2022_M09-10,2022_M03-04,backward_3p,0.6872146118721462,0.7487046632124352,0.6201716738197425,0.6784037558685446
2022_M09-10,2021_M11-12,backward_5p,0.7200622083981337,0.7587301587301587,0.6967930029154519,0.7264437689969605
2022_M09-10,2021_M09-10,backward_6p,0.6553497942386831,0.6711281070745698,0.6828793774319066,0.6769527483124397
2022_M11-12,2023_M01-02,forward,0.6384615384615384,0.6427378964941569,0.7038391224862889,0.6719022687609075
2022_M11-12,2022_M09-10,backward_1p,0.7741935483870968,0.7622377622377622,0.8471502590673575,0.8024539877300614
2022_M11-12,2022_M05-06,backward_3p,0.7046439628482972,0.7042842215256009,0.7764976958525346,0.7386301369863014
2022_M11-12,2022_M01-02,backward_5p,0.6995169082125604,0.7163120567375887,0.7279279279279279,0.7220732797140303
2022_M11-12,2021_M11-12,backward_6p,0.7060653188180405,0.7103825136612022,0.7580174927113703,0.7334273624823695
2023_M01-02,2023_M03-04,forward,0.6437007874015748,0.663003663003663,0.6703703703703704,0.6666666666666666
2023_M01-02,2022_M11-12,backward_1p,0.6947867298578199,0.7217068645640075,0.6934046345811051,0.7072727272727273
2023_M01-02,2022_M07-08,backward_3p,0.693522906793049,0.69901547116737,0.7406855439642325,0.7192474674384949
2023_M01-02,2022_M03-04,backward_5p,0.684931506849315,0.7065217391304348,0.6974248927038627,0.7019438444924406
2023_M01-02,2022_M01-02,backward_6p,0.6966183574879227,0.7163375224416517,0.7189189189189189,0.7176258992805755
2023_M03-04,2023_M05-06,forward,0.6701977401129944,0.7025920873124147,0.6740837696335078,0.6880427521710086
2023_M03-04,2023_M01-02,backward_1p,0.7163461538461539,0.7333333333333333,0.7239488117001828,0.7286108555657773
2023_M03-04,2022_M09-10,backward_3p,0.7573632538569425,0.7766233766233767,0.7746113989637305,0.7756160830090791
2023_M03-04,2022_M05-06,backward_5p,0.7256965944272445,0.7473806752037253,0.7396313364055299,0.7434858135495078
2023_M03-04,2022_M03-04,backward_6p,0.7009132420091324,0.7475728155339806,0.6609442060085837,0.7015945330296127
2023_M05-06,2023_M07-08,forward,0.6550745209368346,0.6632390745501285,0.6972972972972973,0.6798418972332015
2023_M05-06,2023_M03-04,backward_1p,0.7125984251968503,0.7348484848484849,0.7185185185185186,0.7265917602996255
2023_M05-06,2022_M11-12,backward_3p,0.7014218009478673,0.7430830039525692,0.6702317290552585,0.7047797563261481
2023_M05-06,2022_M07-08,backward_5p,0.6895734597156398,0.6997126436781609,0.7257824143070045,0.7125091441111924
2023_M05-06,2022_M05-06,backward_6p,0.7195046439628483,0.7262813522355507,0.7672811059907834,0.746218487394958
2023_M07-08,2023_M09-10,forward,0.6702453987730062,0.6804407713498623,0.7138728323699421,0.6967559943582511
2023_M07-08,2023_M05-06,backward_1p,0.7295197740112994,0.7503285151116952,0.7473821989528796,0.7488524590163934
2023_M07-08,2023_M01-02,backward_3p,0.7115384615384616,0.7233273056057866,0.7312614259597806,0.7272727272727273
2023_M07-08,2022_M09-10,backward_5p,0.7237026647966339,0.7321867321867321,0.772020725388601,0.7515762925598991
2023_M07-08,2022_M07-08,backward_6p,0.6777251184834123,0.7045101088646968,0.6751117734724292,0.6894977168949772
2023_M09-10,2023_M11-12,forward,0.6643489254108723,0.6910669975186104,0.66388557806913,0.6772036474164134
2023_M09-10,2023_M07-08,backward_1p,0.7154009936124911,0.7350901525658807,0.7162162162162162,0.7255304585900069
2023_M09-10,2023_M03-04,backward_3p,0.6958661417322834,0.72,0.7,0.7098591549295775
2023_M09-10,2022_M11-12,backward_5p,0.6966824644549763,0.7348927875243665,0.6720142602495544,0.702048417132216
2023_M09-10,2022_M09-10,backward_6p,0.7419354838709677,0.7563451776649747,0.772020725388601,0.764102564102564
2023_M11-12,2024_M01-02,forward,0.6816479400749064,0.6998813760379596,0.6965761511216056,0.6982248520710059
2023_M11-12,2023_M09-10,backward_1p,0.7423312883435583,0.7431693989071039,0.7861271676300579,0.7640449438202247
2023_M11-12,2023_M05-06,backward_3p,0.7139830508474576,0.7298335467349552,0.7460732984293194,0.7378640776699029
